orig_strain	virus	subgenogroup	accession	seq-len	date	age	sex	host	genbank-host	country	region	moltype	strain	url	authors	title	date_added
Rs4237	Severe acute respiratory syndrome-related coronavirus		KY417147	29741	2013-04-17			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4237__KY417147	https://www.ncbi.nlm.nih.gov/nuccore/KY417147	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4247	Severe acute respiratory syndrome-related coronavirus		KY417148	29743	2013-04-17			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4247__KY417148	https://www.ncbi.nlm.nih.gov/nuccore/KY417148	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4255	Severe acute respiratory syndrome-related coronavirus		KY417149	29743	2013-04-17			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4255__KY417149	https://www.ncbi.nlm.nih.gov/nuccore/KY417149	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs4874	Severe acute respiratory syndrome-related coronavirus		KY417150	30311	2013-07-21			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs4874__KY417150	https://www.ncbi.nlm.nih.gov/nuccore/KY417150	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs7327	Severe acute respiratory syndrome-related coronavirus		KY417151	30307	2014-10-24			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs7327__KY417151	https://www.ncbi.nlm.nih.gov/nuccore/KY417151	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs9401	Severe acute respiratory syndrome-related coronavirus		KY417152	29769	2015-10-16			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs9401__KY417152	https://www.ncbi.nlm.nih.gov/nuccore/KY417152	Hu,B., Zeng,L.P., Yang,X.L., Ge,X.Y., Zhang,W., Li,B., Xie,J.Z., Shen,X.R., Zhang,Y.Z., Wang,N., Luo,D.S., Zheng,X.S., Wang,M.N., Daszak,P., Wang,L.F., Cui,J. and Shi,Z.L.	Discovery of a rich gene pool of bat SARS-related coronaviruses provides new insights into the origin of SARS coronavirus	2020-01-27
Rs3367	Severe acute respiratory syndrome-related coronavirus		KC881006	29792	2012-03-19			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs3367__KC881006	https://www.ncbi.nlm.nih.gov/nuccore/KC881006	Ge,X.Y., Li,J.L., Yang,X.L., Chmura,A.A., Zhu,G., Epstein,J.H., Mazet,J.K., Hu,B., Zhang,W., Peng,C., Zhang,Y.J., Luo,C.M., Tan,B., Wang,N., Zhu,Y., Crameri,G., Zhang,S.Y., Wang,L.F., Daszak,P. and Shi,Z.L.	Isolation and characterization of a bat SARS-like coronavirus that uses the ACE2 receptor	2020-01-27
RsSHC014	Severe acute respiratory syndrome-related coronavirus		KC881005	29787	2011-04-17			Bat	Rhinolophus sinicus	China	china	genomic RNA	RsSHC014__KC881005	https://www.ncbi.nlm.nih.gov/nuccore/KC881005	Ge,X.Y., Li,J.L., Yang,X.L., Chmura,A.A., Zhu,G., Epstein,J.H., Mazet,J.K., Hu,B., Zhang,W., Peng,C., Zhang,Y.J., Luo,C.M., Tan,B., Wang,N., Zhu,Y., Crameri,G., Zhang,S.Y., Wang,L.F., Daszak,P. and Shi,Z.L.	Isolation and characterization of a bat SARS-like coronavirus that uses the ACE2 receptor	2020-01-27
WIV1	Severe acute respiratory syndrome-related coronavirus		KF367457	30309	2012-09-XX			Bat	Rhinolophus sinicus	China	china	genomic RNA	WIV1__KF367457	https://www.ncbi.nlm.nih.gov/nuccore/KF367457	Ge,X.Y., Li,J.L., Yang,X.L., Chmura,A.A., Zhu,G., Epstein,J.H., Mazet,J.K., Hu,B., Zhang,W., Peng,C., Zhang,Y.J., Luo,C.M., Tan,B., Wang,N., Zhu,Y., Crameri,G., Zhang,S.Y., Wang,L.F., Daszak,P. and Shi,Z.L.	Isolation and characterization of a bat SARS-like coronavirus that uses the ACE2 receptor	2020-01-27
YNLF_31C	Severe acute respiratory syndrome-related coronavirus		KP886808	29723	2013-05-23			Bat	Rhinolophus Ferrumequinum	China	china	genomic RNA	YNLF_31C__KP886808	https://www.ncbi.nlm.nih.gov/nuccore/KP886808	Lau,S.K.P., Feng,Y., Chen,H., Luk,H.K.H., Yang,W.-H., Li,K.S.M., Zhang,Y.-Z., Huang,Y., Song,Z.-Z., Chow,W.-N., Fan,R.Y.Y., Ahmed,S., Yeung,H.C., Lam,C.S.F., Cai,J.-P., Chan,J.F.W., Yuen,K.-Y., Zhang,H.-L. and Woo,P.C.Y.	Direct Submission	2020-01-27
YNLF_34C	Severe acute respiratory syndrome-related coronavirus		KP886809	29723	2013-05-23			Bat	Rhinolophus Ferrumequinum	China	china	genomic RNA	YNLF_34C__KP886809	https://www.ncbi.nlm.nih.gov/nuccore/KP886809	Lau,S.K.P., Feng,Y., Chen,H., Luk,H.K.H., Yang,W.-H., Li,K.S.M., Zhang,Y.-Z., Huang,Y., Song,Z.-Z., Chow,W.-N., Fan,R.Y.Y., Ahmed,S., Yeung,H.C., Lam,C.S.F., Cai,J.-P., Chan,J.F.W., Yuen,K.-Y., Zhang,H.-L. and Woo,P.C.Y.	Direct Submission	2020-01-27
LYRa11	Severe acute respiratory syndrome-related coronavirus		KF569996	29805	2011-XX-XX			Bat	Rhinolophus affinis	China	china	genomic RNA	LYRa11__KF569996	https://www.ncbi.nlm.nih.gov/nuccore/KF569996	He,B., Zhang,Y., Xu,L., Yang,W., Yang,F., Feng,Y., Xia,L., Zhou,J., Zhen,W., Feng,Y., Guo,H., Zhang,H. and Tu,C.	Identification of Diverse Alphacoronaviruses and Genomic Characterization of a Novel Severe Acute Respiratory Syndrome-Like Coronavirus from Bats in China	2020-01-27
A001	Severe acute respiratory syndrome-related coronavirus		FJ959407	29694	20XX-XX-XX			Civet	palm civet	China	china	genomic RNA	A001__FJ959407	https://www.ncbi.nlm.nih.gov/nuccore/FJ959407	Wang,H., Kan,B. and Xu,J.	The isolation and genome analysis of a SARS coronavirus from palm civet	2020-01-27
Tor2/FP1-10851	Severe acute respiratory syndrome-related coronavirus		JX163924	29646	2010-02-05					USA	north_america	genomic RNA	Tor2/FP1-10851__JX163924	https://www.ncbi.nlm.nih.gov/nuccore/JX163924	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
Tor2/FP1-10851	Severe acute respiratory syndrome-related coronavirus		JX163927	29646	2010-02-05					USA	north_america	genomic RNA	Tor2/FP1-10851__JX163927	https://www.ncbi.nlm.nih.gov/nuccore/JX163927	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
Tor2/FP1-10895	Severe acute respiratory syndrome-related coronavirus		JX163925	29646	2010-02-05					USA	north_america	genomic RNA	Tor2/FP1-10895__JX163925	https://www.ncbi.nlm.nih.gov/nuccore/JX163925	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
Tor2/FP1-10895	Severe acute respiratory syndrome-related coronavirus		JX163928	29646	2010-02-05					USA	north_america	genomic RNA	Tor2/FP1-10895__JX163928	https://www.ncbi.nlm.nih.gov/nuccore/JX163928	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
Tor2/FP1-10912	Severe acute respiratory syndrome-related coronavirus		JX163923	29646	2010-02-10					USA	north_america	genomic RNA	Tor2/FP1-10912__JX163923	https://www.ncbi.nlm.nih.gov/nuccore/JX163923	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
Tor2/FP1-10912	Severe acute respiratory syndrome-related coronavirus		JX163926	29646	2010-02-10					USA	north_america	genomic RNA	Tor2/FP1-10912__JX163926	https://www.ncbi.nlm.nih.gov/nuccore/JX163926	Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Powers,N., Grimes,S., Yamamoto,B., Robb,A., Wentworth,D.E. and Noah,D.L.	Direct Submission	2020-01-27
UNKNOWN-CS079027	Severe acute respiratory syndrome-related coronavirus		CS079027	29727	20XX-XX-XX							unassigned DNA	UNKNOWN-CS079027__CS079027	https://www.ncbi.nlm.nih.gov/nuccore/CS079027	Herold,J.	Sars-coronavirus virus-like particles and methods of use	2020-01-27
UNKNOWN-CS079028	Severe acute respiratory syndrome-related coronavirus		CS079028	29742	20XX-XX-XX							unassigned DNA	UNKNOWN-CS079028__CS079028	https://www.ncbi.nlm.nih.gov/nuccore/CS079028	Herold,J.	Sars-coronavirus virus-like particles and methods of use	2020-01-27
UNKNOWN-CS079029	Severe acute respiratory syndrome-related coronavirus		CS079029	29736	20XX-XX-XX							unassigned DNA	UNKNOWN-CS079029__CS079029	https://www.ncbi.nlm.nih.gov/nuccore/CS079029	Herold,J.	Sars-coronavirus virus-like particles and methods of use	2020-01-27
UNKNOWN-DJ059765	Severe acute respiratory syndrome-related coronavirus		DJ059765	29746	20XX-XX-XX							unassigned DNA	UNKNOWN-DJ059765__DJ059765	https://www.ncbi.nlm.nih.gov/nuccore/DJ059765	Betton,J., Gerbaud,S., Azebi,S., Charneau,P., Tangy,F., Combredet,C., Delagneau,J., Martin,M., Lorin,V., Burguiere,A.M., Callendret,B., Kunst,F., Manuguerra,J., Crescenzo-chaigne,B., Escriou,N. and Werf,S.V.D.	NOVEL STRAIN OF SARS-ASSOCIATED CORONAVIRUS AND APPLICATIONS	2020-01-27
UNKNOWN-DL008527	Severe acute respiratory syndrome-related coronavirus		DL008527	29746	20XX-XX-XX							unassigned DNA	UNKNOWN-DL008527__DL008527	https://www.ncbi.nlm.nih.gov/nuccore/DL008527	Charneau,P., Azebi,S., Burguiere,A.M., Gerbaud,S., Manuguerra,J., Callendret,B., Betton,J., Lorin,V., Kunst,F., CrescenzoMchaigne,B., Combredet,C., Martin,M., Tangy,F., Delagneau,J., Escriou,N. and Werf,S.V.D.	NOVEL STRAIN OF SARS-ASSOCIATED CORONAVIRUS AND APPLICATIONS	2020-01-27
UNKNOWN-DL476508	Severe acute respiratory syndrome-related coronavirus		DL476508	29751	20XX-XX-XX							unassigned DNA	UNKNOWN-DL476508__DL476508	https://www.ncbi.nlm.nih.gov/nuccore/DL476508	Han,J. and Houghton,M.	MODIFIED SMALL INTERFERING RNA MOLECULES AND METHODS OF USE	2020-01-27
UNKNOWN-FV537213	Severe acute respiratory syndrome-related coronavirus		FV537213	29751	20XX-XX-XX							unassigned DNA	UNKNOWN-FV537213__FV537213	https://www.ncbi.nlm.nih.gov/nuccore/FV537213	Millar,D.S. and Meruki,J.R.	Modified Microbial Nucleic Acid	2020-01-27
UNKNOWN-HW269828	Severe acute respiratory syndrome-related coronavirus		HW269828	29751	20XX-XX-XX							unassigned DNA	UNKNOWN-HW269828__HW269828	https://www.ncbi.nlm.nih.gov/nuccore/HW269828	Houghton,M. and Han,J.	MODIFIED SMALL INTERFERING RNA MOLECULES AND METHODS OF USE	2020-01-27
UNKNOWN-HW375992	Severe acute respiratory syndrome-related coronavirus		HW375992	29751	20XX-XX-XX							unassigned DNA	UNKNOWN-HW375992__HW375992	https://www.ncbi.nlm.nih.gov/nuccore/HW375992	Han,J. and Houghton,M.	MODIFIED SMALL INTERFERING RNA MOLECULES AND METHODS OF USE	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882926	29675	2007-09-22					USA	north_america	genomic RNA	ExoN1mutant__FJ882926	https://www.ncbi.nlm.nih.gov/nuccore/FJ882926	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882928	29687	2007-08-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882928	https://www.ncbi.nlm.nih.gov/nuccore/FJ882928	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882929	29665	2008-03-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882929	https://www.ncbi.nlm.nih.gov/nuccore/FJ882929	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882930	29687	2007-09-22					USA	north_america	genomic RNA	ExoN1mutant__FJ882930	https://www.ncbi.nlm.nih.gov/nuccore/FJ882930	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882931	29646	2008-03-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882931	https://www.ncbi.nlm.nih.gov/nuccore/FJ882931	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882940	29646	2008-08-06					USA	north_america	genomic RNA	ExoN1mutant__FJ882940	https://www.ncbi.nlm.nih.gov/nuccore/FJ882940	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882941	29665	2008-03-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882941	https://www.ncbi.nlm.nih.gov/nuccore/FJ882941	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882944	29628	2008-03-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882944	https://www.ncbi.nlm.nih.gov/nuccore/FJ882944	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882950	29646	2008-08-06					USA	north_america	genomic RNA	ExoN1mutant__FJ882950	https://www.ncbi.nlm.nih.gov/nuccore/FJ882950	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882954	29636	2008-08-06					USA	north_america	genomic RNA	ExoN1mutant__FJ882954	https://www.ncbi.nlm.nih.gov/nuccore/FJ882954	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882955	29646	2008-03-28					USA	north_america	genomic RNA	ExoN1mutant__FJ882955	https://www.ncbi.nlm.nih.gov/nuccore/FJ882955	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882956	29644	2008-08-06					USA	north_america	genomic RNA	ExoN1mutant__FJ882956	https://www.ncbi.nlm.nih.gov/nuccore/FJ882956	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		FJ882960	29646	2008-08-06					USA	north_america	genomic RNA	ExoN1mutant__FJ882960	https://www.ncbi.nlm.nih.gov/nuccore/FJ882960	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292922	29647	2009-03-18					USA	north_america	genomic RNA	ExoN1mutant__JF292922	https://www.ncbi.nlm.nih.gov/nuccore/JF292922	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JX162087	29688	2009-01-01					USA	north_america	genomic RNA	ExoN1mutant__JX162087	https://www.ncbi.nlm.nih.gov/nuccore/JX162087	Spiro,D., Halpin,R., Town,C., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Shrivastava,S., Sundaram,J., Wang,S., Becker,M., Eckerle,L., Graham,R., Baric,R. and Denison,M.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c13P1/2009	Severe acute respiratory syndrome-related coronavirus		KF514406	29687	2009-03-18					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c13P1/2009__KF514406	https://www.ncbi.nlm.nih.gov/nuccore/KF514406	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c13P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514411	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c13P10/2009__KF514411	https://www.ncbi.nlm.nih.gov/nuccore/KF514411	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c13P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514412	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c13P20/2009__KF514412	https://www.ncbi.nlm.nih.gov/nuccore/KF514412	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.10P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514393	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.10P20/2010__KF514393	https://www.ncbi.nlm.nih.gov/nuccore/KF514393	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.1P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514403	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.1P20/2010__KF514403	https://www.ncbi.nlm.nih.gov/nuccore/KF514403	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.2P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514405	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.2P20/2010__KF514405	https://www.ncbi.nlm.nih.gov/nuccore/KF514405	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.3P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514417	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.3P20/2010__KF514417	https://www.ncbi.nlm.nih.gov/nuccore/KF514417	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/ExoN1_c5.4P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514390	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/ExoN1_c5.4P20/2010__KF514390	https://www.ncbi.nlm.nih.gov/nuccore/KF514390	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
